doi;author;title;year;abstract;journal
10.1163/19606028-90000427;Alain Peyraube;DESTENAY (Patrick) Chinese Radio Broadcasts. A Course in Aural Comprehension Based on News Bulletins. Aix-en-Provence, Publications de l’Universit? de Provence, 1981, 538 pages. (Diffusion : Jeanne Laffitte, 1, Place Francis-Chivat, 13002 Marseille).;1982;"""DESTENAY (Patrick) Chinese Radio Broadcasts. A Course in Aural Comprehension Based on News Bulletins. Aix-en-Provence, Publications de l’Universit? de Provence, 1981, 538 pages. (Diffusion : Jeanne Laffitte, 1, Place Francis-Chivat, 13002 Marseille)."" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000428;Alain Peyraube;DENES (Herv?) & YAU (Shun-chiu) Passport to China. Audio-visual Manual Passeport pour la Chine. Manuel audio-visuel Hong Kong - Paris, Editions Langages Crois?s, 1980, 256 pages (Diffusion : CRLAO, 54 Bd Raspail, Paris);1982;"""DENES (Herv?) & YAU (Shun-chiu) Passport to China. Audio-visual Manual Passeport pour la Chine. Manuel audio-visuel Hong Kong - Paris, Editions Langages Crois?s, 1980, 256 pages (Diffusion : CRLAO, 54 Bd Raspail, Paris)"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000429;Editors Cahiers de Linguistique Asie Orientale;BULLETIN BIBLIOGRAPHIQUE 1979;1982;"""BULLETIN BIBLIOGRAPHIQUE 1979"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000430;Editors Cahiers de Linguistique Asie Orientale;VIENT DE PARAITRE;1982;"""VIENT DE PARAITRE"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000431;Editors Cahiers de Linguistique Asie Orientale;ASEMI;1982;"""ASEMI"" published on 26 Apr 1982 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000209;;Preliminary Material;1981;"""Preliminary Material"" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000210;Teng Shou-Hsin;Deixis,Anaphora, and Demonstratives in Chinese;1981;"""Deixis,Anaphora, and Demonstratives in Chinese"" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000211;francois c. dell;On Certain Sentential Complements in Tagalog;1981;"""On Certain Sentential Complements in Tagalog"" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000212;Osamu Ikari;Subject. Protagonist and Agent / Patient;1981;"""Subject. Protagonist and Agent / Patient"" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000213;Tching Kanehisa;Les Complements De Possibilite En Chinois;1981;"""Les Complements De Possibilite En Chinois"" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000214;Zheng Shun-De;Expose Des Differents Procedes De Codage De L'ecriture Chinoise Et Propositions Pour Un Codage Alphanumerique;1981;"""Expose Des Differents Procedes De Codage De L'ecriture Chinoise Et Propositions Pour Un Codage Alphanumerique"" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000215;Viviane Alleton;Compte-Rendu : Yau S.C. Le Systeme De La Negation En Cantonais. Hong-Kong - Paris, Editions Langages Crois?s, 1980, 126 p.;1981;"""Compte-Rendu : Yau S.C. Le Systeme De La Negation En Cantonais. Hong-Kong - Paris, Editions Langages Crois?s, 1980, 126 p."" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000216;Alice Cartier;Compte-Rendu. Nicole Revel-Macdonald. Le Palawan (Philippines). Phonologie, Categories, Morphologie. Pr?face De Luc Bouquiaux, Coll. Du Cedrasemi, Selaf, Paris, 1979, 264 P.;1981;"""Compte-Rendu. Nicole Revel-Macdonald. Le Palawan (Philippines). Phonologie, Categories, Morphologie. Pr?face De Luc Bouquiaux, Coll. Du Cedrasemi, Selaf, Paris, 1979, 264 P."" published on 16 Apr 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000344;P.F. Modini;INALIENABLE POSSESSION AND THE «DOUBLE SUBJECT» CONSTRUCTIONS IN EAST ASIAN;1981;"""INALIENABLE POSSESSION AND THE «DOUBLE SUBJECT» CONSTRUCTIONS IN EAST ASIAN"" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000345;Patrick le Nestour;UN PROTO-ARTICLE EN JAPONAIS ? UN ASPECT DES PREFIXES 'O-', 'GO-', 'MI-';1981;"""UN PROTO-ARTICLE EN JAPONAIS ? UN ASPECT DES PREFIXES 'O-', 'GO-', 'MI-'"" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000346;Tokio Takata;DISTINCTION DES DEUX MEDIALES DE LA DIVISION III DE L'ANCIEN CHINOIS DANS LES DOCUMENTS EN ECRITURE TIBETAINE;1981;"""DISTINCTION DES DEUX MEDIALES DE LA DIVISION III DE L'ANCIEN CHINOIS DANS LES DOCUMENTS EN ECRITURE TIBETAINE"" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000347;"Kristina Lindell; Jan-Olof Svantesson; Damrong Tayanin";PHONOLOGY OF KAMMU DIALECTS;1981;"""PHONOLOGY OF KAMMU DIALECTS"" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000348;Maurice Coyaud;UN TEXTE MIAO DU GUIZHOU;1981;"""UN TEXTE MIAO DU GUIZHOU"" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000349;L. Polech;COMPTE-RENDU : SABBAN F. IDIOTISMES QUADRISYLLABIQUES EN CHINOIS MODERNE. Hong Kong - Paris, Editions Langages crois?s, 1980, 247 p.;1981;"""COMPTE-RENDU : SABBAN F. IDIOTISMES QUADRISYLLABIQUES EN CHINOIS MODERNE. Hong Kong - Paris, Editions Langages crois?s, 1980, 247 p."" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000350;Editor Cahiers de Linguistique Asie Orientale;BULLETIN BIBLIOGRAPHIQUE 1978;1981;"""BULLETIN BIBLIOGRAPHIQUE 1978"" published on 30 Mar 1981 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000255;Ting Pang-Hsin;THE TAN-CHOU DIALECT OF HAINAN;1980;"""THE TAN-CHOU DIALECT OF HAINAN"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000256;Harry Simon;ON SPEECH CHARACTERISTICS IN CHINESE AND THE CONSTRUCTION OF MODELS OF SPEECH;1980;"""ON SPEECH CHARACTERISTICS IN CHINESE AND THE CONSTRUCTION OF MODELS OF SPEECH"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000257;K. Takashima;THE EARIY ARCHAIC CHINESE WORD YU IN THE SHANG ORACLE-BONE INSCRIPTIONS : WORD-FAMILY, ETYMOLOGY, GRAMMAR, SEMANTICS AND SACRIFICE;1980;"""THE EARIY ARCHAIC CHINESE WORD YU IN THE SHANG ORACLE-BONE INSCRIPTIONS : WORD-FAMILY, ETYMOLOGY, GRAMMAR, SEMANTICS AND SACRIFICE"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000258;Michel Ferlus;LE VERBE EN PHOUNOY;1980;"""LE VERBE EN PHOUNOY"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000259;Marie-Claude Paris;COMPTE-RENDU : Alain PEYRAUBE, LES CONSTRUCTIONS LOCATIVES EN CHINOIS MODERNE. Hong Kong - Paris, Editions Langages crois?s, 1980, 337 p.;1980;"""COMPTE-RENDU : Alain PEYRAUBE, LES CONSTRUCTIONS LOCATIVES EN CHINOIS MODERNE. Hong Kong - Paris, Editions Langages crois?s, 1980, 337 p."" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000260;Alain Peyraube;COMPTE-RENDU : Marie-Claude PARIS, NOMINALIZATION IN MANDARIN CHINESE. THE MORPHEME 'DE' AND THE 'SHI...DE' CONSTRUCTIONS. Paris, Universit? de Paris VII, D?partement de Recherches Linguistiques, 1979, 168 p.;1980;"""COMPTE-RENDU : Marie-Claude PARIS, NOMINALIZATION IN MANDARIN CHINESE. THE MORPHEME 'DE' AND THE 'SHI...DE' CONSTRUCTIONS. Paris, Universit? de Paris VII, D?partement de Recherches Linguistiques, 1979, 168 p."" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000261;Editor Cahiers de Linguistique Asie Orientale;ASEMI;1980;"""ASEMI"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000245;Wang Li;ANALYSE GRAMMATICALE DES MOTS DERIVES DE LA LANGUE CHINOISE;1980;"""ANALYSE GRAMMATICALE DES MOTS DERIVES DE LA LANGUE CHINOISE"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000246;L? R?ng;A NOTE TO H?NSHU 65 : BIOGRAPHY OF D?NGF?NG SHU?;1980;"""A NOTE TO H?NSHU 65 : BIOGRAPHY OF D?NGF?NG SHU?"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000247;Mei Kuang;IS MODERN CHINESE REALLY A SOV LANGUAGE ?;1980;"""IS MODERN CHINESE REALLY A SOV LANGUAGE ?"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000248;Moirà Yip;THE TONAL PHONOLOGY OF MANDARIN;1980;"""THE TONAL PHONOLOGY OF MANDARIN"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000249;"Kristina Lindell; Jan-Olof Svantesson; Damrong Tayanin";PHONOLOGY OF KAMMU DIALECTS;1980;"""PHONOLOGY OF KAMMU DIALECTS"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000250;Maurice Coyaud;SUR LES EMPRUNTS EN TAGALOG;1980;"""SUR LES EMPRUNTS EN TAGALOG"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000251;Michel D?sirat;"COMPTE-RENDU : LI RONG, ""Wenling fangyan de bianyin"" (Les ""tons modifi?s"" du dialecte de Wenling) in Zhongguo Yuwen 1978, N° 2, pp. 96-103.";1980;"""COMPTE-RENDU : LI RONG, ""Wenling fangyan de bianyin"" (Les ""tons modifi?s"" du dialecte de Wenling) in Zhongguo Yuwen 1978, N° 2, pp. 96-103."" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000252;Junji Kawaguchi;COMPTE-RENDU : TRAVAUX DU GROUPE DE LINGUISTIQUE JAPONAISE Vol. IV. Recherches en syntaxe. Universit? de Paris VII. L'Asiath?que. 1977.;1980;"""COMPTE-RENDU : TRAVAUX DU GROUPE DE LINGUISTIQUE JAPONAISE Vol. IV. Recherches en syntaxe. Universit? de Paris VII. L'Asiath?que. 1977."" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000253;S. Cho;COMPTE-RENDU DE Tsukishima HIROSHI KOKUGONO REKISHI ((History of the National Language). In Japanese. 251 p. University of Tokyo Press, 1977.;1980;"""COMPTE-RENDU DE Tsukishima HIROSHI KOKUGONO REKISHI ((History of the National Language). In Japanese. 251 p. University of Tokyo Press, 1977."" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000254;Editor Cahiers de Linguistique Asie Orientale;cahiers de linguistique asie orientale;1980;"""cahiers de linguistique asie orientale"" published on 12 Mar 1980 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000236;Alice Cartier;UNE CONSTRUCTION NON-AGENTIVE EN INDONESIEN FORMEL;1979;"""UNE CONSTRUCTION NON-AGENTIVE EN INDONESIEN FORMEL"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000237;Fran?oise Sabban;«LA FONCTION CREE-T-ELLE LE PROVERBE ?» QUELQUES REMARQUES SUR LES IDIOTISMES DU CHINOIS MODERNE;1979;"""«LA FONCTION CREE-T-ELLE LE PROVERBE ?» QUELQUES REMARQUES SUR LES IDIOTISMES DU CHINOIS MODERNE"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000238;Alain Peyraube;LES «APPROXIMATIFS» CHINOIS : CH?BUDU?, J?H?, CH?YIDI?NR;1979;"""LES «APPROXIMATIFS» CHINOIS : CH?BUDU?, J?H?, CH?YIDI?NR"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000239;Fran?ois Cheng;BI  ET XING;1979;"""BI  ET XING"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000240;Nguy?n Ph? Phong;DEUX TYPES D'INTERROGATION EN VIETNAMIEN;1979;"""DEUX TYPES D'INTERROGATION EN VIETNAMIEN"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000241;Paul Bennett;A CRITIQUE OF THE ALTAICIZATION HYPOTHESIS;1979;"""A CRITIQUE OF THE ALTAICIZATION HYPOTHESIS"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000242;Naoyoshi Horikawa;LA LOGIQUE DES JAPONAIS DANS LA LANGUE PARLEE;1979;"""LA LOGIQUE DES JAPONAIS DANS LA LANGUE PARLEE"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000243;Marie-Claude Paris;COMPTE-RENDU TANG TING-CHI  [ETUDE DE GRAMMAIRE TRANSFORMATIONNELLE DU CHINOIS. VOL. 1 : TRANSFORMATIONS DE MOUVEMENT]  1977. 444 p.;1979;"""COMPTE-RENDU TANG TING-CHI  [ETUDE DE GRAMMAIRE TRANSFORMATIONNELLE DU CHINOIS. VOL. 1 : TRANSFORMATIONS DE MOUVEMENT]  1977. 444 p."" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000244;Editor Cahiers de Linguistique Asie Orientale;BULLETIN BIBLIOGRAPHIQUE 1977;1979;"""BULLETIN BIBLIOGRAPHIQUE 1977"" published on 12 Mar 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000203;;Preliminary Material;1979;"""Preliminary Material"" published on 16 Apr 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000204;Junji Kawaguchi;"Intonation, Interrogation Et La Particule ""Ka"" En Japonais";1979;"""Intonation, Interrogation Et La Particule ""Ka"" En Japonais"" published on 16 Apr 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000205;William Ballard;The Literary / Colloquial Distinction in Wu and Chu;1979;"""The Literary / Colloquial Distinction in Wu and Chu"" published on 16 Apr 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000206;marie-claude Paris;"Some Aspects of the Syntax and Semantics of the ""Lian.... Ye/Dou"" Construction in Mandarin";1979;"""Some Aspects of the Syntax and Semantics of the ""Lian.... Ye/Dou"" Construction in Mandarin"" published on 16 Apr 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000207;Michel Ferlus;Lexique Thavung-Francais;1979;"""Lexique Thavung-Francais"" published on 16 Apr 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000208;;12Eme Conference Internationale Sur Les Langues Et La Linguistique Sino-Tibetaines;1979;"""12Eme Conference Internationale Sur Les Langues Et La Linguistique Sino-Tibetaines"" published on 16 Apr 1979 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000227;"Kristina Lindell; Jan-Olof Svantesson; Damrong Tayanin";TWO DIALECTS OF THE R?MEET (LAMET) LANGUAGE;1978;"""TWO DIALECTS OF THE R?MEET (LAMET) LANGUAGE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000228;Claudia Ross;CONSTRAINTS ON CONTRAST CONJOINING: ENGLISH AND MANDARIN CHINESE;1978;"""CONSTRAINTS ON CONTRAST CONJOINING: ENGLISH AND MANDARIN CHINESE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000229;Nguy?n Ph? Phong;A PROPOS DU N?M, ECRITURE DEMOTIQUE VIETNAMIENNE;1978;"""A PROPOS DU N?M, ECRITURE DEMOTIQUE VIETNAMIENNE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000230;Viviane Alleton;PRATIQUE LEXICOGRAPHIQUE EN REPUBLIQUE POPULAIRE DE CHINE;1978;"""PRATIQUE LEXICOGRAPHIQUE EN REPUBLIQUE POPULAIRE DE CHINE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000231;Andr? Wlodarczyk;LE JAPONAIS ET LA GRAMMAIRE GENERATIVE DE S. K. SAUMJAN;1978;"""LE JAPONAIS ET LA GRAMMAIRE GENERATIVE DE S. K. SAUMJAN"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000232;Fran?ois Hominal;TRAITS GENERAUX DE LA TERMINOLOGIE MATHEMATIQUE CHINOISE;1978;"""TRAITS GENERAUX DE LA TERMINOLOGIE MATHEMATIQUE CHINOISE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000233;P?n?lope Bourgeois;SIMPLIFICATION DES CARACTERES CHINOIS;1978;"""SIMPLIFICATION DES CARACTERES CHINOIS"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000234;Laurent Sagart;SUR LE 2?me PLAN TOUR LA SIMPLIFICATION DE L'ECRITURE CHINOISE;1978;"""SUR LE 2?me PLAN TOUR LA SIMPLIFICATION DE L'ECRITURE CHINOISE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000235;Editor Cahiers de Linguistique Asie Orientale;BULLETIN BIBLIOGRAPHIQUE 1976;1978;"""BULLETIN BIBLIOGRAPHIQUE 1976"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000217;Alice Cartier;VERBES ORIENTES ET NON ORIENTES EN INDONESIEN;1978;"""VERBES ORIENTES ET NON ORIENTES EN INDONESIEN"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000218;Andr? Fabre;LES FORMES CITATIVES EN COREEN MODERNE;1978;"""LES FORMES CITATIVES EN COREEN MODERNE"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000219;Alain Peyraube;LES SYNTAGMES PREPOSITIONNELS ADVERBIAUX DE LIEU EN MANDARIN;1978;"""LES SYNTAGMES PREPOSITIONNELS ADVERBIAUX DE LIEU EN MANDARIN"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000220;Patrik Le Nestour;DETERMINATION DE LA PERSONNE LINGUISTIQUE EN JAPONAIS;1978;"""DETERMINATION DE LA PERSONNE LINGUISTIQUE EN JAPONAIS"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000221;Yau Shun-Chiu;ELEMENT ORDERING IN GESTURAL LANGUAGES AND IN ARCHAIC CHINESE IDEOGRAMS;1978;"""ELEMENT ORDERING IN GESTURAL LANGUAGES AND IN ARCHAIC CHINESE IDEOGRAMS"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000222;B.K. T'sou;SOUND SYMBOLISM AND SOME SOCIO- AND HISTORICAL LINGUISTIC IMPLICATIONS OF LINGUISTIC DIVERSITY IN SINO-TIBETAN LANGUAGES;1978;"""SOUND SYMBOLISM AND SOME SOCIO- AND HISTORICAL LINGUISTIC IMPLICATIONS OF LINGUISTIC DIVERSITY IN SINO-TIBETAN LANGUAGES"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-90000223;Michel D?sirat;QUELQUES REMARQUES SUR LES SYSTEMES TONAUX DES DIALECTES WU;1978;"""QUELQUES REMARQUES SUR LES SYSTEMES TONAUX DES DIALECTES WU"" published on 12 Mar 1978 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
